,,,,Independent Variable,Distance moved,Velocity,Velocity.1
,,,,Independent Variable,Center-point,Center-point,Center-point
,,,,Treatment,Total,Mean,Total
,,,,,cm,cm/s,cm/s
Result 1,Trial     1,C7,93:10:00-93:20:00,,5.4036,0.0090108,67.545
Result 1,Trial     1,C7,93:20:00-93:30:00,,6.76279,0.0112743,84.5349
Result 1,Trial     1,C7,93:30:00-93:40:00,,5.40563,0.00905527,67.5704
Result 1,Trial     1,C7,93:40:00-93:50:00,,12.1996,0.0225152,152.495
Result 1,Trial     1,C7,93:50:00-94:00:00,,7.48628,0.0124771,93.5785
Result 1,Trial     1,C7,94:00:00-94:10:00,,21.046,0.0351141,263.075
Result 1,Trial     1,C7,94:10:00-94:20:00,,18.7451,0.0312501,234.313
Result 1,Trial     1,C7,94:20:00-94:30:00,,40.8012,0.068002,510.015
Result 1,Trial     1,C7,94:30:00-94:40:00,,11.2032,0.0186769,140.04
Result 1,Trial     1,C7,94:40:00-94:50:00,,13.9346,0.0232367,174.182
Result 1,Trial     1,C7,94:50:00-95:00:00,,13.5379,0.0225632,169.224
Result 1,Trial     1,C7,95:00:00-95:10:00,,7.953,0.013255,99.4125
Result 1,Trial     1,C7,95:10:00-95:20:00,,7.38023,0.0123037,92.2528
Result 1,Trial     1,C7,95:20:00-95:30:00,,6.20064,0.0103454,77.508
Result 1,Trial     1,C7,95:30:00-95:40:00,,5.95388,0.00992314,74.4236
Result 1,Trial     1,C7,95:40:00-95:50:00,,5.7266,0.00954943,71.5825
Result 1,Trial     1,C7,95:50:00-96:00:00,,14.1977,0.0237483,177.471
Result 1,Trial     1,C7,96:00:00-96:10:00,,12.4753,0.0207921,155.941
Result 1,Trial     1,C7,96:10:00-96:20:00,,16.5899,0.0276572,207.374
Result 1,Trial     1,C7,96:20:00-96:30:00,,5.62358,0.00938014,70.2947
Result 1,Trial     1,C7,96:30:00-96:40:00,,10.562,0.0178052,132.025
Result 1,Trial     1,C7,96:40:00-96:50:00,,5.38019,0.00897178,67.2524
Result 1,Trial     1,C7,96:50:00-97:00:00,,9.6369,0.0160658,120.461
Result 1,Trial     1,C7,97:00:00-97:10:00,,13.8265,0.0230503,172.831
Result 1,Trial     1,C7,97:10:00-97:20:00,,10.9851,0.0183182,137.313
Result 1,Trial     1,C7,97:20:00-97:30:00,,18.0542,0.0301224,225.677
Result 1,Trial     1,C7,97:30:00-97:40:00,,24.8517,0.0414306,310.647
Result 1,Trial     1,C7,97:40:00-97:50:00,,8.41059,0.0140251,105.132
Result 1,Trial     1,C7,97:50:00-98:00:00,,11.6056,0.0193426,145.07
Result 1,Trial     1,C7,98:00:00-98:10:00,,26.6177,0.0443865,332.721
Result 1,Trial     1,C7,98:10:00-98:20:00,,6.29496,0.0127988,78.687
Result 1,Trial     1,C7,98:20:00-98:30:00,,8.17839,0.0136379,102.23
Result 1,Trial     1,C7,98:30:00-98:40:00,,5.31324,0.0088554,66.4155
Result 1,Trial     1,C7,98:40:00-98:50:00,,10.1143,0.016984,126.429
Result 1,Trial     1,C7,98:50:00-99:00:00,,6.21854,0.0103725,77.7317
Result 1,Trial     1,C7,99:00:00-99:10:00,,2.50365,0.00417276,31.2957
Result 1,Trial     1,C7,99:10:00-99:20:00,,24.9905,0.0416842,312.382
Result 1,Trial     1,C7,99:20:00-99:30:00,,2.68519,0.00447651,33.5648
Result 1,Trial     1,C7,99:30:00-99:40:00,,5.40155,0.00900258,67.5193
Result 1,Trial     1,C7,99:40:00-99:50:00,,3.81309,0.00635515,47.6637
Result 1,Trial     1,C7,99:50:00-100:00:00,,4.19196,0.00699032,52.3994
Result 1,Trial     1,C7,100:00:00-100:10:00,,13.2476,0.0220794,165.596
Result 1,Trial     1,C7,100:10:00-100:20:00,,7.65044,0.0127507,95.6305
Result 1,Trial     1,C7,100:20:00-100:30:00,,10.0193,0.0167122,125.241
Result 1,Trial     1,C7,100:30:00-100:40:00,,3.94157,0.00657104,49.2696
Result 1,Trial     1,C7,100:40:00-100:50:00,,13.8964,0.0231668,173.704
Result 1,Trial     1,C7,100:50:00-101:00:00,,6.73896,0.0112346,84.2371
Result 1,Trial     1,C7,101:00:00-101:10:00,,3.44321,0.00574022,43.0402
Result 1,Trial     1,C7,101:10:00-101:20:00,,4.01831,0.00669719,50.2289
Result 1,Trial     1,C7,101:20:00-101:30:00,,23.3529,0.0389216,291.912
Result 1,Trial     1,C7,101:30:00-101:40:00,,4.77639,0.00796277,59.7049
Result 1,Trial     1,C7,101:40:00-101:50:00,,12.8896,0.021972,161.121
Result 1,Trial     1,C7,101:50:00-102:00:00,,5.81557,0.0096952,72.6946
Result 1,Trial     1,C7,102:00:00-102:10:00,,3.21897,0.00536782,40.2371
Result 1,Trial     1,C7,102:10:00-102:20:00,,9.87532,0.0164589,123.442
Result 1,Trial     1,C7,102:20:00-102:30:00,,12.9932,0.0216553,162.415
Result 1,Trial     1,C7,102:30:00-102:40:00,,4.53913,0.00757127,56.7391
Result 1,Trial     1,C7,102:40:00-102:50:00,,10.4261,0.0173862,130.327
Result 1,Trial     1,C7,102:50:00-103:00:00,,12.7849,0.0213138,159.811
Result 1,Trial     1,C7,103:00:00-103:10:00,,19.2366,0.0320867,240.458
Result 1,Trial     1,C7,103:10:00-103:20:00,,18.5272,0.0309116,231.59
Result 1,Trial     1,C7,103:20:00-103:30:00,,7.282,0.0121367,91.025
Result 1,Trial     1,C7,103:30:00-103:40:00,,7.96699,0.0132854,99.5874
Result 1,Trial     1,C7,103:40:00-103:50:00,,12.5232,0.0208888,156.54
Result 1,Trial     1,C7,103:50:00-104:00:00,,7.08058,0.011801,88.5073
Result 1,Trial     1,C7,104:00:00-104:10:00,,13.3597,0.0222721,166.996
Result 1,Trial     1,C7,104:10:00-104:20:00,,7.61142,0.0126942,95.1428
Result 1,Trial     1,C7,104:20:00-104:30:00,,19.7366,0.0328987,246.707
Result 1,Trial     1,C7,104:30:00-104:40:00,,16.4679,0.0274611,205.849
Result 1,Trial     1,C7,104:40:00-104:50:00,,21.4802,0.035829,268.502
Result 1,Trial     1,C7,104:50:00-105:00:00,,19.1195,0.0318658,238.993
Result 1,Trial     1,C7,105:00:00-105:10:00,,4.04245,0.00674101,50.5306
Result 1,Trial     1,C7,105:10:00-105:20:00,,9.65295,0.0160925,120.662
Result 1,Trial     1,C7,105:20:00-105:30:00,,17.7587,0.0296058,221.984
Result 1,Trial     1,C7,105:30:00-105:40:00,,22.7155,0.0378895,283.944
Result 1,Trial     1,C7,105:40:00-105:50:00,,4.78203,0.00797004,59.7753
Result 1,Trial     1,C7,105:50:00-106:00:00,,18.2318,0.0303863,227.898
Result 1,Trial     1,C7,106:00:00-106:10:00,,5.96205,0.00994736,74.5256
Result 1,Trial     1,C7,106:10:00-106:20:00,,14.4635,0.0241123,180.794
Result 1,Trial     1,C7,106:20:00-106:30:00,,14.5433,0.0242453,181.791
Result 1,Trial     1,C7,106:30:00-106:40:00,,6.83515,0.0113919,85.4394
Result 1,Trial     1,C7,106:40:00-106:50:00,,5.50611,0.0091793,68.8264
Result 1,Trial     1,C7,106:50:00-107:00:00,,16.7575,0.0279441,209.469
Result 1,Trial     1,C7,107:00:00-107:10:00,,9.03607,0.0150641,112.951
Result 1,Trial     1,C7,107:10:00-107:20:00,,10.313,0.0171929,128.912
Result 1,Trial     1,C7,107:20:00-107:30:00,,6.96308,0.0116113,87.0386
Result 1,Trial     1,C7,107:30:00-107:40:00,,12.3566,0.0205999,154.458
Result 1,Trial     1,C7,107:40:00-107:50:00,,4.86988,0.00811862,60.8734
Result 1,Trial     1,C7,107:50:00-108:00:00,,8.15675,0.0135946,101.959
Result 1,Trial     1,C7,108:00:00-108:10:00,,10.4255,0.0173759,130.319
Result 1,Trial     1,C7,108:10:00-108:20:00,,10.593,0.0176596,132.412
Result 1,Trial     1,C7,108:20:00-108:30:00,,11.1929,0.0186598,139.911
Result 1,Trial     1,C7,108:30:00-108:40:00,,13.9924,0.0233207,174.905
Result 1,Trial     1,C7,108:40:00-108:50:00,,6.09834,0.0101693,76.2292
Result 1,Trial     1,C7,108:50:00-109:00:00,,2.17744,0.00362907,27.218
Result 1,Trial     1,C7,109:00:00-109:10:00,,3.66103,0.00610172,45.7629
Result 1,Trial     1,C7,109:10:00-109:20:00,,17.5585,0.0292797,219.481
Result 1,Trial     1,C7,109:20:00-109:30:00,,11.1735,0.0186324,139.669
Result 1,Trial     1,C7,109:30:00-109:40:00,,26.4245,0.0440761,330.306
Result 1,Trial     1,C7,109:40:00-109:50:00,,10.0465,0.0167531,125.581
Result 1,Trial     1,C7,109:50:00-110:00:00,,15.7408,0.0269683,196.76
Result 1,Trial     1,C7,110:00:00-110:10:00,,6.53829,0.0108972,81.7286
Result 1,Trial     1,C7,110:10:00-110:20:00,,5.12314,0.00854084,64.0392
Result 1,Trial     1,C7,110:20:00-110:30:00,,32.7364,0.0568498,409.205
Result 1,Trial     1,C7,110:30:00-110:40:00,,5.47456,0.00912426,68.432
Result 1,Trial     1,C7,110:40:00-110:50:00,,15.0179,0.0250433,187.724
Result 1,Trial     1,C7,110:50:00-111:00:00,,10.1174,0.016887,126.467
Result 1,Trial     1,C7,111:00:00-111:10:00,,10.6493,0.0177536,133.116
Result 1,Trial     1,C7,111:10:00-111:20:00,,11.8817,0.0198082,148.522
Result 1,Trial     1,C7,111:20:00-111:30:00,,20.1727,0.0336211,252.158
Result 1,Trial     1,C7,111:30:00-111:40:00,,9.06066,0.0151051,113.258
Result 1,Trial     1,C7,111:40:00-111:50:00,,6.85696,0.0114283,85.712
Result 1,Trial     1,C7,111:50:00-112:00:00,,16.1373,0.026917,201.716
Result 1,Trial     1,C7,112:00:00-112:10:00,,13.0129,0.0216998,162.662
Result 1,Trial     1,C7,112:10:00-112:20:00,,7.6376,0.0127293,95.47
Result 1,Trial     1,C7,112:20:00-112:30:00,,7.81647,0.0130379,97.7059
Result 1,Trial     1,C7,112:30:00-112:40:00,,7.89381,0.0131669,98.6726
Result 1,Trial     1,C7,112:40:00-112:50:00,,20.8581,0.0347635,260.726
Result 1,Trial     1,C7,112:50:00-113:00:00,,3.7416,0.00623766,46.77
Result 1,Trial     1,C7,113:00:00-113:10:00,,9.34442,0.0155948,116.805
Result 1,Trial     1,C7,113:10:00-113:20:00,,13.2864,0.0221498,166.079
Result 1,Trial     1,C7,113:20:00-113:30:00,,4.28613,0.00714927,53.5766
Result 1,Trial     1,C7,113:30:00-113:40:00,,7.66533,0.0127824,95.8166
Result 1,Trial     1,C7,113:40:00-113:50:00,,11.1119,0.0185248,138.899
Result 1,Trial     1,C7,113:50:00-114:00:00,,23.6845,0.0394953,296.056
Result 1,Trial     1,C7,114:00:00-114:10:00,,5.3264,0.00887734,66.58
Result 1,Trial     1,C7,114:10:00-114:20:00,,7.83289,0.0130548,97.9111
Result 1,Trial     1,C7,114:20:00-114:30:00,,3.97371,0.00662285,49.6714
Result 1,Trial     1,C7,114:30:00-114:40:00,,11.9386,0.0198977,149.232
Result 1,Trial     1,C7,114:40:00-114:50:00,,6.07822,0.0101304,75.9778
Result 1,Trial     1,C7,114:50:00-115:00:00,,7.21786,0.0120362,90.2232
Result 1,Trial     1,C7,115:00:00-115:10:00,,3.40812,0.00568021,42.6015
Result 1,Trial     1,C7,115:10:00-115:20:00,,9.60004,0.0160001,120
Result 1,Trial     1,C7,115:20:00-115:30:00,,5.49111,0.00915429,68.6389
Result 1,Trial     1,C7,115:30:00-115:40:00,,5.2715,0.00878818,65.8938
Result 1,Trial     1,C7,115:40:00-115:50:00,,3.20229,0.00533857,40.0286
Result 1,Trial     1,C7,115:50:00-116:00:00,,7.36538,0.0122756,92.0673
Result 1,Trial     1,C7,116:00:00-116:10:00,,4.41401,0.00736061,55.1752
Result 1,Trial     1,C7,116:10:00-116:20:00,,21.6214,0.0360549,270.267
Result 1,Trial     1,C7,116:20:00-116:30:00,,11.9488,0.0200081,149.36
Result 1,Trial     1,C7,116:30:00-116:40:00,,7.2478,0.0120797,90.5975
Result 1,Trial     1,C7,116:40:00-116:50:00,,9.18268,0.0153085,114.783
Result 1,Trial     1,C7,116:50:00-117:00:00,,8.76835,0.0146139,109.604
Result 1,Trial     1,C7,117:00:00-117:10:00,,5.41443,0.00902406,67.6804
Result 1,Trial     1,C7,117:10:00-117:20:00,,2.7686,0.00461556,34.6075
Result 1,Trial     1,C7,117:20:00-117:30:00,,5.4797,0.00913283,68.4962
Result 1,Trial     1,C7,117:30:00-117:40:00,,8.37796,0.013967,104.725
Result 1,Trial     1,C7,117:40:00-117:50:00,,15.6321,0.0260674,195.401
Result 1,Trial     1,C7,117:50:00-118:00:00,,5.98721,0.00997868,74.8401
Result 1,Trial     1,C7,118:00:00-118:10:00,,26.9281,0.0449041,336.601
Result 1,Trial     1,C7,118:10:00-118:20:00,,2.47253,0.00412419,30.9067
Result 1,Trial     1,C7,118:20:00-118:30:00,,18.5534,0.0309223,231.917
Result 1,Trial     1,C7,118:30:00-118:40:00,,4.32212,0.00720641,54.0265
Result 1,Trial     1,C7,118:40:00-118:50:00,,9.06937,0.0151156,113.367
Result 1,Trial     1,C7,118:50:00-119:00:00,,15.0016,0.0250027,187.521
Result 1,Trial     1,C7,119:00:00-119:10:00,,5.04552,0.00840919,63.0689
Result 1,Trial     1,C7,119:10:00-119:20:00,,19.3698,0.032283,242.122
Result 1,Trial     1,C7,119:20:00-119:30:00,,7.18888,0.0119815,89.861
Result 1,Trial     1,C7,119:30:00-119:40:00,,16.6734,0.0278484,208.418
Result 1,Trial     1,C7,119:40:00-119:50:00,,11.3461,0.0189101,141.826
Result 1,Trial     1,C7,119:50:00-120:00:00,,17.8003,0.0296751,222.504
Result 1,Trial     1,C8,Start-0:10:00,,1.85319,0.00308989,23.1649
Result 1,Trial     1,C8,0:10:00-0:20:00,,7.0037,0.0116759,87.5462
Result 1,Trial     1,C8,0:20:00-0:30:00,,2.55664,0.0042622,31.958
Result 1,Trial     1,C8,0:30:00-0:40:00,,2.89237,0.00482062,36.1547
Result 1,Trial     1,C8,0:40:00-0:50:00,,1.0303,0.00171808,12.8788
Result 1,Trial     1,C8,0:50:00-1:00:00,,0.699001,0.00116531,8.73751
Result 1,Trial     1,C8,1:00:00-1:10:00,,3.00945,0.00501843,37.6182
Result 1,Trial     1,C8,1:10:00-1:20:00,,0.2524,0.000895036,3.155
Result 1,Trial     1,C8,1:20:00-1:30:00,,-,-,-
Result 1,Trial     1,C8,1:30:00-1:40:00,,-,-,-
Result 1,Trial     1,C8,1:40:00-1:50:00,,1.80271,0.0161533,22.5339
Result 1,Trial     1,C8,1:50:00-2:00:00,,46.993,0.0783843,587.412
Result 1,Trial     1,C8,2:00:00-2:10:00,,79.9988,0.133402,999.985
Result 1,Trial     1,C8,2:10:00-2:20:00,,3.81537,0.00635896,47.6922
Result 1,Trial     1,C8,2:20:00-2:30:00,,0.290538,0.000484618,3.63173
Result 1,Trial     1,C8,2:30:00-2:40:00,,0.850079,0.00141718,10.626
Result 1,Trial     1,C8,2:40:00-2:50:00,,2.37932,0.00396764,29.7414
Result 1,Trial     1,C8,2:50:00-3:00:00,,9.59496,0.0160001,119.937
Result 1,Trial     1,C8,3:00:00-3:10:00,,8.70176,0.0145068,108.772
Result 1,Trial     1,C8,3:10:00-3:20:00,,0.256803,0.000428004,3.21003
Result 1,Trial     1,C8,3:20:00-3:30:00,,2.2747,0.00379723,28.4337
Result 1,Trial     1,C8,3:30:00-3:40:00,,5.94313,0.00990786,74.2891
Result 1,Trial     1,C8,3:40:00-3:50:00,,2.10511,0.00350852,26.3139
Result 1,Trial     1,C8,3:50:00-4:00:00,,1.55028,0.00587404,19.3785
Result 1,Trial     1,C8,4:00:00-4:10:00,,0.152338,0.952111,1.90422
Result 1,Trial     1,C8,4:10:00-4:20:00,,38.8761,0.112022,485.952
Result 1,Trial     1,C8,4:20:00-4:30:00,,40.9719,0.107798,512.149
Result 1,Trial     1,C8,4:30:00-4:40:00,,-,-,-
Result 1,Trial     1,C8,4:40:00-4:50:00,,0,0,0
Result 1,Trial     1,C8,4:50:00-5:00:00,,0,0,0
Result 1,Trial     1,C8,5:00:00-5:10:00,,9.74062,0.131488,121.758
Result 1,Trial     1,C8,5:10:00-5:20:00,,-,-,-
Result 1,Trial     1,C8,5:20:00-5:30:00,,2.11945,0.00759987,26.4932
Result 1,Trial     1,C8,5:30:00-5:40:00,,-,-,-
Result 1,Trial     1,C8,5:40:00-5:50:00,,4.82047,0.00830657,60.2559
Result 1,Trial     1,C8,5:50:00-6:00:00,,3.16743,0.00528469,39.5929
Result 1,Trial     1,C8,6:00:00-6:10:00,,0.178358,0.000297343,2.22948
Result 1,Trial     1,C8,6:10:00-6:20:00,,0.642417,0.00107155,8.03021
Result 1,Trial     1,C8,6:20:00-6:30:00,,3.03192,0.00983111,37.8989
Result 1,Trial     1,C8,6:30:00-6:40:00,,2.04331,0.00415306,25.5413
Result 1,Trial     1,C8,6:40:00-6:50:00,,2.05005,0.00342222,25.6256
Result 1,Trial     1,C8,6:50:00-7:00:00,,0.385238,0.000642577,4.81547
Result 1,Trial     1,C8,7:00:00-7:10:00,,1.9144,0.00319493,23.93
Result 1,Trial     1,C8,7:10:00-7:20:00,,8.19482,0.0138034,102.435
Result 1,Trial     1,C8,7:20:00-7:30:00,,1.66256,0.00277315,20.782
Result 1,Trial     1,C8,7:30:00-7:40:00,,1.1976,0.0235008,14.97
Result 1,Trial     1,C8,7:40:00-7:50:00,,-,-,-
Result 1,Trial     1,C8,7:50:00-8:00:00,,-,-,-
Result 1,Trial     1,C8,8:00:00-8:10:00,,-,-,-
Result 1,Trial     1,C8,8:10:00-8:20:00,,-,-,-
Result 1,Trial     1,C8,8:20:00-8:30:00,,0.0353535,0.000242015,0.441919
Result 1,Trial     1,C8,8:30:00-8:40:00,,0,0,0
Result 1,Trial     1,C8,8:40:00-8:50:00,,0,0,0
Result 1,Trial     1,C8,8:50:00-9:00:00,,0.161584,0.00053448,2.0198
Result 1,Trial     1,C8,9:00:00-9:10:00,,0,0,0
Result 1,Trial     1,C8,9:10:00-9:20:00,,0,0,0
Result 1,Trial     1,C8,9:20:00-9:30:00,,0.0524949,0.000111558,0.656186
Result 1,Trial     1,C8,9:30:00-9:40:00,,0.228011,0.00158782,2.85014
Result 1,Trial     1,C8,9:40:00-9:50:00,,0,0,0
Result 1,Trial     1,C8,9:50:00-10:00:00,,0,0,0
Result 1,Trial     1,C8,10:00:00-10:10:00,,0.0231001,0.000125544,0.288751
Result 1,Trial     1,C8,10:10:00-10:20:00,,0.0684131,0.000114235,0.855164
Result 1,Trial     1,C8,10:20:00-10:30:00,,0,0,0
Result 1,Trial     1,C8,10:30:00-10:40:00,,0.0650033,0.000108541,0.812542
Result 1,Trial     1,C8,10:40:00-10:50:00,,9.11308,0.0156992,113.913
Result 1,Trial     1,C8,10:50:00-11:00:00,,1.79196,0.00298978,22.3995
Result 1,Trial     1,C8,11:00:00-11:10:00,,1.26821,0.00629574,15.8527
Result 1,Trial     1,C8,11:10:00-11:20:00,,0,0,0
Result 1,Trial     1,C8,11:20:00-11:30:00,,-,-,-
Result 1,Trial     1,C8,11:30:00-11:40:00,,0.446772,0.00183706,5.58465
Result 1,Trial     1,C8,11:40:00-11:50:00,,0.287318,0.0036059,3.59147
Result 1,Trial     1,C8,11:50:00-12:00:00,,2.26392,0.00437592,28.2991
Result 1,Trial     1,C8,12:00:00-12:10:00,,59.1519,0.464446,739.398
Result 1,Trial     1,C8,12:10:00-12:20:00,,0.0228507,0.0238028,0.285633
Result 1,Trial     1,C8,12:20:00-12:30:00,,0.0228507,0.016802,0.285633
Result 1,Trial     1,C8,12:30:00-12:40:00,,0.0228507,0.0124188,0.285633
Result 1,Trial     1,C8,12:40:00-12:50:00,,0.0228507,0.0158685,0.285633
Result 1,Trial     1,C8,12:50:00-13:00:00,,0.0228507,0.0150333,0.285633
Result 1,Trial     1,C8,13:00:00-13:10:00,,0,0,0
Result 1,Trial     1,C8,13:10:00-13:20:00,,0.0234081,0.0731502,0.292601
Result 1,Trial     1,C8,13:20:00-13:30:00,,2.59333,0.0193648,32.4166
Result 1,Trial     1,C8,13:30:00-13:40:00,,3.80608,0.0678688,47.576
Result 1,Trial     1,C8,13:40:00-13:50:00,,0.911185,0.00634884,11.3898
Result 1,Trial     1,C8,13:50:00-14:00:00,,0,0,0
Result 1,Trial     1,C8,14:00:00-14:10:00,,-,-,-
Result 1,Trial     1,C8,14:10:00-14:20:00,,0.129487,0.00441032,1.61859
Result 1,Trial     1,C8,14:20:00-14:30:00,,7.71776,0.0177013,96.472
Result 1,Trial     1,C8,14:30:00-14:40:00,,0.412669,0.0011861,5.15836
Result 1,Trial     1,C8,14:40:00-14:50:00,,1.10135,0.00183754,13.7668
Result 1,Trial     1,C8,14:50:00-15:00:00,,0.787033,0.00131312,9.83792
Result 1,Trial     1,C8,15:00:00-15:10:00,,1.55636,0.0169612,19.4545
Result 1,Trial     1,C8,15:10:00-15:20:00,,0,0,0
Result 1,Trial     1,C8,15:20:00-15:30:00,,0.227658,0.00186117,2.84573
Result 1,Trial     1,C8,15:30:00-15:40:00,,0.156283,0.000260542,1.95354
Result 1,Trial     1,C8,15:40:00-15:50:00,,3.32138,0.00554376,41.5172
Result 1,Trial     1,C8,15:50:00-16:00:00,,0,0,0
Result 1,Trial     1,C8,16:00:00-16:10:00,,1.10935,0.00191769,13.8668
Result 1,Trial     1,C8,16:10:00-16:20:00,,-,-,-
Result 1,Trial     1,C8,16:20:00-16:30:00,,0.0842729,0.012249,1.05341
Result 1,Trial     1,C8,16:30:00-16:40:00,,0.42178,0.0103784,5.27225
Result 1,Trial     1,C8,16:40:00-16:50:00,,5.82275,0.0106146,72.7844
Result 1,Trial     1,C8,16:50:00-17:00:00,,0.0489693,0.000196949,0.612116
Result 1,Trial     1,C8,17:00:00-17:10:00,,0,0,0
Result 1,Trial     1,C8,17:10:00-17:20:00,,0.0931114,0.000155268,1.16389
Result 1,Trial     1,C8,17:20:00-17:30:00,,0.0661159,0.000110223,0.826449
Result 1,Trial     1,C8,17:30:00-17:40:00,,1.63978,0.0157792,20.4972
Result 1,Trial     1,C8,17:40:00-17:50:00,,1.58231,0.011486,19.7789
Result 1,Trial     1,C8,17:50:00-18:00:00,,0,0,0
Result 1,Trial     1,C8,18:00:00-18:10:00,,0.721759,0.00120293,9.02198
Result 1,Trial     1,C8,18:10:00-18:20:00,,15.1899,0.0387576,189.874
Result 1,Trial     1,C8,18:20:00-18:30:00,,6.94349,0.0191091,86.7937
Result 1,Trial     1,C8,18:30:00-18:40:00,,0,0,0
Result 1,Trial     1,C8,18:40:00-18:50:00,,1.70943,0.00346095,21.3679
Result 1,Trial     1,C8,18:50:00-19:00:00,,4.354,0.0127042,54.425
Result 1,Trial     1,C8,19:00:00-19:10:00,,1.61365,0.00268942,20.1706
Result 1,Trial     1,C8,19:10:00-19:20:00,,22.7427,0.0382873,284.283
Result 1,Trial     1,C8,19:20:00-19:30:00,,40.7658,0.0693012,509.572
Result 1,Trial     1,C8,19:30:00-19:40:00,,2.06118,0.00343988,25.7647
Result 1,Trial     1,C8,19:40:00-19:50:00,,0,0,0
Result 1,Trial     1,C8,19:50:00-20:00:00,,4.11715,0.00704026,51.4643
Result 1,Trial     1,C8,20:00:00-20:10:00,,0.285094,0.000658598,3.56368
Result 1,Trial     1,C8,20:10:00-20:20:00,,4.00696,0.00668004,50.0869
Result 1,Trial     1,C8,20:20:00-20:30:00,,14.735,0.024578,184.188
Result 1,Trial     1,C8,20:30:00-20:40:00,,18.7413,0.0312688,234.266
Result 1,Trial     1,C8,20:40:00-20:50:00,,6.05031,0.0422272,75.6289
Result 1,Trial     1,C8,20:50:00-21:00:00,,5.95478,0.0211402,74.4348
Result 1,Trial     1,C8,21:00:00-21:10:00,,0,0,0
Result 1,Trial     1,C8,21:10:00-21:20:00,,0.403964,0.000673993,5.04956
Result 1,Trial     1,C8,21:20:00-21:30:00,,0.0779608,0.000130039,0.97451
Result 1,Trial     1,C8,21:30:00-21:40:00,,1.34324,0.00223934,16.7906
Result 1,Trial     1,C8,21:40:00-21:50:00,,5.46224,0.0115004,68.278
Result 1,Trial     1,C8,21:50:00-22:00:00,,15.1048,0.0622519,188.81
Result 1,Trial     1,C8,22:00:00-22:10:00,,81.54,0.13683,1019.25
Result 1,Trial     1,C8,22:10:00-22:20:00,,1.64506,0.0027447,20.5633
Result 1,Trial     1,C8,22:20:00-22:30:00,,16.3175,0.0281647,203.969
Result 1,Trial     1,C8,22:30:00-22:40:00,,0.569206,0.000951213,7.11507
Result 1,Trial     1,C8,22:40:00-22:50:00,,40.7153,0.106607,508.941
Result 1,Trial     1,C8,22:50:00-23:00:00,,17.9662,0.0311438,224.578
Result 1,Trial     1,C8,23:00:00-23:10:00,,1.63645,0.00421243,20.4556
Result 1,Trial     1,C8,23:10:00-23:20:00,,1.44421,0.00240958,18.0526
Result 1,Trial     1,C8,23:20:00-23:30:00,,1.941,0.00323587,24.2625
Result 1,Trial     1,C8,23:30:00-23:40:00,,14.5267,0.038212,181.583
Result 1,Trial     1,C8,23:40:00-23:50:00,,0.0809488,0.000165067,1.01186
Result 1,Trial     1,C8,23:50:00-24:00:00,,11.7177,0.022677,146.471
Result 1,Trial     1,C8,24:00:00-24:10:00,,-,-,-
Result 1,Trial     1,C8,24:10:00-24:20:00,,-,-,-
Result 1,Trial     1,C8,24:20:00-24:30:00,,0,0,0
Result 1,Trial     1,C8,24:30:00-24:40:00,,-,-,-
Result 1,Trial     1,C8,24:40:00-24:50:00,,0.119995,0.0333318,1.49993
Result 1,Trial     1,C8,24:50:00-25:00:00,,9.74805,0.0163646,121.851
Result 1,Trial     1,C8,25:00:00-25:10:00,,2.64307,0.00440864,33.0383
Result 1,Trial     1,C8,25:10:00-25:20:00,,5.66548,0.00947405,70.8185
Result 1,Trial     1,C8,25:20:00-25:30:00,,14.753,0.0252274,184.412
Result 1,Trial     1,C8,25:30:00-25:40:00,,20.0176,0.0387818,250.22
Result 1,Trial     1,C8,25:40:00-25:50:00,,56.9823,0.100011,712.278
Result 1,Trial     1,C8,25:50:00-26:00:00,,17.822,0.0409137,222.775
Result 1,Trial     1,C8,26:00:00-26:10:00,,13.9183,0.07142,173.979
Result 1,Trial     1,C8,26:10:00-26:20:00,,39.2416,0.0695477,490.52
Result 1,Trial     1,C8,26:20:00-26:30:00,,17.273,0.125022,215.913
Result 1,Trial     1,C8,26:30:00-26:40:00,,7.11543,0.014694,88.9428
Result 1,Trial     1,C8,26:40:00-26:50:00,,13.4865,0.0225677,168.581
Result 1,Trial     1,C8,26:50:00-27:00:00,,7.38732,0.0166802,92.3415
Result 1,Trial     1,C8,27:00:00-27:10:00,,21.7179,0.0373724,271.473
Result 1,Trial     1,C8,27:10:00-27:20:00,,20.1938,0.0341389,252.423
Result 1,Trial     1,C8,27:20:00-27:30:00,,0.121075,0.000201846,1.51344
Result 1,Trial     1,C8,27:30:00-27:40:00,,9.90409,0.0165842,123.801
Result 1,Trial     1,C8,27:40:00-27:50:00,,47.0101,0.085585,587.627
Result 1,Trial     1,C8,27:50:00-28:00:00,,51.2443,0.0898897,640.554
Result 1,Trial     1,C8,28:00:00-28:10:00,,38.4379,0.0667047,480.474
Result 1,Trial     1,C8,28:10:00-28:20:00,,38.3518,0.0667592,479.398
Result 1,Trial     1,C8,28:20:00-28:30:00,,32.7782,0.0561732,409.728
Result 1,Trial     1,C8,28:30:00-28:40:00,,24.3827,0.0418429,304.784
Result 1,Trial     1,C8,28:40:00-28:50:00,,48.7982,0.0834899,609.977
Result 1,Trial     1,C8,28:50:00-29:00:00,,62.6543,0.105195,783.178
